NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
Mutare Airport;ZWUTA;ZW;Mutare;-1.899.749.947;3.262.720.108;air;;;;;;;;
Muttaburra Airport;AUUTB;AU;;-2.258.329.964;1.445.330.048;air;;;;;;;;
Soesterberg Air Base;NLUTC;NL;Soesterberg;5.212.730.026;5.276.189.804;air;;;;;;;;
Nutwood Downs Airport;AUUTD;AU;Nutwood Downs;-158.074;1.341.459;air;;;;;;;;
Bultfontein Airport;ZAUTE;ZA;Bultfontein;-28.273.369;26.135.835;air;;;;;;;;
Quthing Airport;LSUTG;LS;Quthing;-3.040.749.931;2.769.330.025;air;;;;;;;;
Udon Thani Airport;THUTH;TH;Udon Thani;8,64E+18;102.788.002;air;;;;;;;;
Utti Air Base;FIUTI;FI;Utti / Valkeala;6.089.640.045;2.693.840.027;air;;;;;;;;
Utirik Airport;MHUTK;MH;Utirik Island;11.222;169.852.005;air;;;;;;;;
Tunica Municipal Airport;USUTM;US;Tunica;3.468.099.976;-9.034.670.258;air;;;;;;;;
Pierre Van Ryneveld Airport;ZAUTN;ZA;Upington;-2.839.909.935;212.602.005;air;;;;;;;;
Indian Mountain LRRS Airport;USUTO;US;Utopia Creek;6.599.279.785;-1.537.039.948;air;;;;;;;;
U - Tapao International Airport;THUTP;TH;Rayong;1.267.990.017;1.010.049.973;air;;;;;;;;
Uttaradit Airport;THUTR;TH;Uttaradit;1.761.700.058;1.000.999.985;air;;;;;;;;
Ust - Tsylma Airport;RUUTS;RU;Ust - Tsylma;6.543.729.401;5.220.033.646;air;;;;;;;;
K . D . Matanzima Airport;ZAUTT;ZA;Mthatha;4,64E+18;286.733.551;air;;;;;;;;
Ustupo Airport;PAUTU;PA;Ustupo;91.283;-779.337;air;;;;;;;;
Queenstown Airport;ZAUTW;ZA;Queenstown;-3.192.020.035;2.688.220.024;air;;;;;;;;
Bugulma Airport;RUUUA;RU;Bugulma;5.463.999.939;5.280.170.059;air;;;;;;;;
Ulan - Ude Airport(Mukhino);RUUUD;RU;Ulan Ude;5.180.780.029;1.074.380.035;air;;;;;;;;
Ugnu - Kuparuk Airport;USUUK;US;Kuparuk;0.330802918;-1.495.980.072;air;;;;;;;;
Baruun Urt Airport;MNUUN;MN;;4.666.030.121;1.132.850.037;air;;;;;;;;
Yuzhno - Sakhalinsk Airport;RUUUS;RU;Yuzhno - Sakhalinsk;4.688.869.858;1.427.180.023;air;;;;;;;;
Manumu Airport;PGUUU;PG;Manumu;-90.746;1.475.735;air;;;;;;;;
Garner Field;USUVA;US;Uvalde;292.112.999;-9.974.359.894;air;;;;;;;;
Ouvéa Airport;NCUVE;NC;Ouvéa;0.640600204;166.572.998;air;;;;;;;;
Hewanorra International Airport;LCUVF;LC;Vieux Fort;137.332;-60.952.599;air;;;;;;;;
El Kharga Airport;EGUVL;EG;;2.547.360.039;3.059.070.015;air;;;;;;;;
Ware Airport;USUWA;US;Ware;422.820.015;-7.221.479.797;air;;;;;;;;
Nyala Airport;SDUYL;SD;Nyala;1.205.350.018;2.495.619.965;air;;;;;;;;
Yulin Yuyang Airport;CNUYN;CN;Yulin;3.835.971;109.590.927;air;;;;;;;;
Uyuni Airport;BOUYU;BO;Quijarro;4,46E+23;-668.483.963;air;;;;;;;;
Hope Bay Aerodrome;CAUZM;CA;Hope Bay;68.156;-106.618;air;;;;;;;;
Urzhar Airport;KZUZR;KZ;Urzhar;4.709.115;8.166.521;air;;;;;;;;
Curuzu Cuatia Airport;ARUZU;AR;Curuzu Cuatia;-297.706;-579.789;air;;;;;;;;
Vaasa Airport;FIVAA;FI;Vaasa;6.305.070.114;217.621.994;air;;;;;;;;
Varrelbusch Airport;DEVAC;DE;Cloppenburg;5.290.833.282;8.040.555.954;air;;;;;;;;
Moody Air Force Base;USVAD;US;Valdosta;3.096.780.014;-8.319.300.079;air;;;;;;;;
Valence - Chabeuil Airport;FRVAF;FR;Valence / Chabeuil;449.216;49.699;air;;;;;;;;
Major Brigadeiro Trompowsky Airport;BRVAG;BR;Varginha;-2.159.009.933;-4.547.330.093;air;;;;;;;;
Capitán Av . Vidal Villagomez Toledo Airport;BOVAH;BO;Vallegrande;-1.848.250.008;-6.409.940.338;air;;;;;;;;
Vanimo Airport;PGVAI;PG;Vanimo;-26.926;1.413.028;air;;;;;;;;
Chevak Airport;USVAK;US;Chevak;615.409;-1.656.005;air;;;;;;;;
Valença Airport;BRVAL;BR;Valença;-132.965;-38.992.401;air;;;;;;;;
Villa Airport;MVVAM;MV;Maamigili;3.470.555.556;7.283.583.333;air;;;;;;;;
Van Ferit Melen Airport;TRVAN;TR;Van;3.846.820.068;4.333.229.828;air;;;;;;;;
Suavanao Airport;SBVAO;SB;Suavanao;-7.585.559.845;1.587.310.028;air;;;;;;;;
Rodelillo Airport;CLVAP;CL;Viña Del Mar;-3.306.809.998;-7.155.750.275;air;;;;;;;;
Varna Airport;BGVAR;BG;Varna;3.232.101;278.251;air;;;;;;;;
Sivas Nuri Demirağ Airport;TRVAS;TR;Sivas;9.813.801;369.035;air;;;;;;;;
Vatomandry Airport;MGVAT;MG;Vatomandry;383333;48.95;air;;;;;;;;
Vatukoula Airport;FJVAU;FJ;Vatukoula;-17.5;1.778.419.952;air;;;;;;;;
Vava'u International Airport;TOVAV;TO;Vava'u Island;-1.858.530.045;-1.739.620.056;air;;;;;;;;
Vardø Airport;NOVAW;NO; Svartnes;0;7.035.540.009;3.104.490.089;;;;;;;;
Ann Airport;MMVBA;MM;Aeng;9.769.199;940.261;air;;;;;;;;
Vandenberg Air Force Base;USVBG;US;Lompoc;3.473.730.087;-1.205.839.996;air;;;;;;;;
Bokpyinn Airport;MMVBP;MM;Bokpyinn;111.494;98.735.901;air;;;;;;;;
Brescia Airport;ITVBS;IT;Montichiari(BS);5.428.902;103.306;air;;;;;;;;
Vanua Balavu Airport;FJVBV;FJ;Vanua Balavu;-172.689.991;-1.789.759.979;air;;;;;;;;
Visby Airport;SEVBY;SE;Visby;5.766.279.984;1.834.620.094;air;;;;;;;;
Can Tho International Airport;VNVCA;VN;Can Tho;1.008.510.017;105.711.998;air;;;;;;;;
Victoria River Downs Airport;AUVCD;AU;;-164.021.244;1.310.049.744;air;;;;;;;;
Venice Marco Polo Airport;ITVCE;IT;Venice;5.505.299;123.519;air;;;;;;;;
Valcheta Airport;ARVCF;AR;Valcheta;-4.070.000.076;-6.615.000.153;air;;;;;;;;
Vichadero Airport;UYVCH;UY;Vichadero;-317.670.002;-5.461.700.058;air;;;;;;;;
Chu Lai International Airport;VNVCL;VN;Dung Quat Bay;3,30E+17;1.087.060.013;air;;;;;;;;
Viracopos International Airport;BRVCP;BR;Campinas;-2.300.740.051;-471.344.986;air;;;;;;;;
Carora Airport;VEVCR;VE;Carora;1.017.560.291;-7.006.521.606;air;;;;;;;;
Co Ong Airport;VNVCS;VN;Con Dao;873.183;106.633.003;air;;;;;;;;
Victoria Regional Airport;USVCT;US;Victoria;288.526.001;-9.691.850.281;air;;;;;;;;
Southern California Logistics Airport;USVCV;US;Victorville;5,97E+23;-1.173.830.032;air;;;;;;;;
Ovda International Airport;ILVDA;IL;Eilat;2.994.029.999;3.493.579.865;air;;;;;;;;
Leirin Airport;NOVDB;NO;;610.155.983;9.288.060.188;air;;;;;;;;
Vitória da Conquista Airport;BRVDC;BR;Vitória Da Conquista;-1.486.279.964;-4.086.309.814;air;;;;;;;;
Hierro Airport;ESVDE;ES;El Hierro Island;2.781.480.026;-1.788.710.022;air;;;;;;;;
Dong Hoi Airport;VNVDH;VN;Dong Hoi;17.515;106.590.556;air;;;;;;;;
Vidalia Regional Airport;USVDI;US;Vidalia;3.219.269.943;-8.237.120.056;air;;;;;;;;
Gobernador Castello Airport;ARVDM;AR;Viedma / Carmen de Patagones;-408.692;-630.004;air;;;;;;;;
Valle de La Pascua Airport;VEVDP;VE;;9.222.027.779;-6.599.358.368;air;;;;;;;;
Villa Dolores Airport;ARVDR;AR;Villa Dolores;-3.194.519.997;-6.514.630.127;air;;;;;;;;
Vadsø Airport;NOVDS;NO;Vadsø;7.006.529.999;2.984.469.986;air;;;;;;;;
Vijayanagar Aerodrome(JSW);INVDY;IN;;1.517.496.667;7.663.494.722;air;;;;;;;;
Valdez Pioneer Field;USVDZ;US;Valdez;6.113.389.969;-1.462.480.011;air;;;;;;;;
Venetie Airport;USVEE;US;Venetie;6.700.869.751;-1.463.659.973;air;;;;;;;;
Vernal Regional Airport;USVEL;US;Vernal;404.408.989;-1.095.100.021;air;;;;;;;;
General Heriberto Jara International Airport;MXVER;MX;Veracruz;1.914.590.073;-9.618.730.164;air;;;;;;;;
Barakoma Airport;SBVEV;SB;Barakoma;-7.912.779.808;1.567.059.937;air;;;;;;;;
Tioga Municipal Airport;USVEX;US;Tioga;4.838.050.079;-1.028.980.026;air;;;;;;;;
Vestmannaeyjar Airport;ISVEY;IS;Vestmannaeyjar;6.342.430.115;-2.027.890.015;air;;;;;;;;
Victoria Falls International Airport;ZWVFA;ZW;Victoria Falls;-1.809.589.958;258.390.007;air;;;;;;;;
Vijayawada Airport;INVGA;IN;;1.653.039.932;8.079.679.871;air;;;;;;;;
Vologda Airport;RUVGD;RU;Vologda;5.928.250.122;3.994.440.079;air;;;;;;;;
Vigo Airport;ESVGO;ES;Vigo;4.223.180.008;-862.677.002;air;;;;;;;;
General Villegas Airport;ARVGS;AR;General Villegas;-35;-63;air;;;;;;;;
North Las Vegas Airport;USVGT;US;Las Vegas;3.621.070.099;-1.151.940.002;air;;;;;;;;
Villa Garzón Airport;COVGZ;CO;Villa Garzón;0.978767;-766.056;air;;;;;;;;
Saurimo Airport;AOVHC;AO;Saurimo;-9.689.069.748;2.043.190.002;air;;;;;;;;
Vilhelmina Airport;SEVHM;SE;;6.457.910.156;1.683.359.909;air;;;;;;;;
Culberson County Airport;USVHN;US;Van Horn;3.105.780.029;-1.047.839.966;air;;;;;;;;
Verkhnevilyuisk Airport;RUVHV;RU;Verkhnevilyuisk;634.580.574;120.269.165;air;;;;;;;;
Vichy - Charmeil Airport;FRVHY;FR;Vichy / Charmeil;4.616.970.062;3.403.739.929;air;;;;;;;;
Vahitahi Airport;PFVHZ;PF;Vahitahi;-1.878.000.069;-1.388.529.968;air;;;;;;;;
Videira Airport;BRVIA;BR;Videira;-2.699.970.055;-5.114.189.911;air;;;;;;;;
Villa Constitución Airport;MXVIB;MX;Ciudad Constitución;250.552;-1.116.874;air;;;;;;;;
Vicenza Airport;ITVIC;IT;Vicenza;5.573.399;115.295;air;;;;;;;;
Vienna International Airport;ATVIE;AT;Vienna;4.811.029.816;1.656.970.024;air;;;;;;;;
Juan Pablo Pérez Alfonso Airport;VEVIG;VE;El Vigía;8.624.139;-71.672.668;air;;;;;;;;
Rolla National Airport;USVIH;US;Rolla / Vichy;3.812.739.944;-9.176.950.073;air;;;;;;;;
Vinh Airport;VNVII;VN;Vinh;1.873.760.033;1.056.709.976;air;;;;;;;;
Virgin Gorda Airport;VGVIJ;VG;Spanish Town;1.844.639.969;-6.442.749.786;air;;;;;;;;
Dakhla Airport;EHVIL;EH;Dakhla;237.183;-15.932;air;;;;;;;;
Vinnytsia / Gavyryshivka Airport;UAVIN;UA;Vinnitsa;49.242.531;28.613.778;air;;;;;;;;
Viqueque Airport;TLVIQ;TL;Viqueque;-8.883.799.553;1.263.730.011;air;;;;;;;;
Virginia Airport;ZAVIR;ZA;Durban;-2.977.059.937;310.583.992;air;;;;;;;;
Visalia Municipal Airport;USVIS;US;Visalia;3.631.869.888;-1.193.929.977;air;;;;;;;;
Vitoria / Foronda Airport;ESVIT;ES;Alava;4.288.280.106;-27.244.699;air;;;;;;;;
Viru Harbour Airstrip;SBVIU;SB;Viru;-85.085;157.69;air;;;;;;;;
Vivigani Airfield;PGVIV;PG;Vivigani;-9.303.333.333;1.503.188.889;air;;;;;;;;
Eurico de Aguiar Salles Airport;BRVIX;BR;Vitória;-20.258.057;-40.286.388;air;;;;;;;;
Villacoublay - Vélizy(BA 107) Air Base;FRVIY;FR;Villacoublay / Vélizy;487.741.667;21.916.667;air;;;;;;;;
Xai - Xai Airport;MZVJB;MZ;Xai - Xai;2.503.779.984;3.362.739.944;air;;;;;;;;
Virginia Highlands Airport;USVJI;US;Abingdon;3.668.709.946;-8.203.330.231;air;;;;;;;;
Gurue Airport;MZVJQ;MZ;Gurue;-155.062;369.904;air;;;;;;;;
Rach Gia Airport;VNVKG;VN;Rach Gia;9.958.029.972;1.051.323.795;air;;;;;;;;
Vnukovo International Airport;RUVKO;RU;Moscow;5.559.149.933;3.726.150.131;air;;;;;;;;
Vicksburg Municipal Airport;USVKS;US;Vicksburg;3.223.929.977;-9.092.839.813;air;;;;;;;;
Vorkuta Airport;RUVKT;RU;Vorkuta;6.748.860.168;6.399.309.921;air;;;;;;;;
Vandalia Municipal Airport;USVLA;US;Vandalia;3.899.150.085;-8.916.619.873;air;;;;;;;;
Valencia Airport;ESVLC;ES;Valencia;394.893;-0.481625;air;;;;;;;;
Valdosta Regional Airport;USVLD;US;Valdosta;3.078.249.931;-8.327.670.288;air;;;;;;;;
Valle Airport;USVLE;US;Grand Canyon;3.565.060.043;-1.121.480.026;air;;;;;;;;
Villa Gesell Airport;ARVLG;AR;Villa Gesell;-372.354;-570.292;air;;;;;;;;
Bauerfield International Airport;VUVLI;VU;Port Vila;-1.769.930.077;1.683.200.073;air;;;;;;;;
Volgodonsk Airport;RUVLK;RU;;7.682.098;420.728;air;;;;;;;;
Valladolid Airport;ESVLL;ES;Valladolid;4.170.610.046;-4.851.940.155;air;;;;;;;;
Teniente Coronel Rafael Pabón Airport;BOVLM;BO;Villamontes;2,55E+23;-634.056.015;air;;;;;;;;
Arturo Michelena International Airport;VEVLN;VE;Valencia;1.014.973.259;-6.792.839.813;air;;;;;;;;
Vila Rica Airport;BRVLP;BR;Vila Rica;-997.944.355;-5.114.222.336;air;;;;;;;;
Vallenar Airport;CLVLR;CL;Vallenar;-2.859.639.931;-707.559.967;air;;;;;;;;
Valesdir Airport;VUVLS;VU;Epi Island;9,61E+18;168.177.002;air;;;;;;;;
Velikiye Luki Airport;RUVLU;RU;Velikiye Luki;563.810.997;3.060.810.089;air;;;;;;;;
Dr . Antonio Nicolás Briceño Airport;VEVLV;VE;Valera;9.340.477.943;-7.058.406.067;air;;;;;;;;
Anglesey Airport;GBVLY;GB;Angelsey;5.324.810.028;-4.535.339.832;air;;;;;;;;
Villa Reynolds Airport;ARVME;AR;Villa Mercedes;-3.372.990.036;-6.538.739.777;air;;;;;;;;
Dr Juan Plate Airport;PYVMI;PY;Puerto Vallemi;-22.159.109;-57.942.581;air;;;;;;;;
Baimuru Airport;PGVMU;PG;Baimuru;-7.496.860.027;1.448.199.005;air;;;;;;;;
Saravane Airport;LAVNA;LA;Saravane;9,44E+17;1.064.106.989;air;;;;;;;;
Venice Municipal Airport;USVNC;US;Venice;2.707.159.996;-8.244.029.999;air;;;;;;;;
Vangaindrano Airport;MGVND;MG;Vangaindrano;-2.335.076.659;4.758.170.128;air;;;;;;;;
Vannes - Meucon Airport;FRVNE;FR;Vannes / Meucon;4.772.330.093;-271.855.998;air;;;;;;;;
Vilnius International Airport;LTVNO;LT;Vilnius;54.634.102;25.285.801;air;;;;;;;;
Vanrook Station Airport;AUVNR;AU;;169.633.007;1.419.499.969;air;;;;;;;;
Lal Bahadur Shastri Airport;INVNS;IN;Varanasi;2.545.240.021;8.285.929.871;air;;;;;;;;
Ventspils International Airport;LVVNT;LV;Ventspils;5.735.779.953;215.442.009;air;;;;;;;;
Vilankulo Airport;MZVNX;MZ;Vilanculo;2.201.840.019;3.531.330.109;air;;;;;;;;
Van Nuys Airport;USVNY;US;Van Nuys;3.420.980.072;-1.184.899.979;air;;;;;;;;
Vodochody Airport;CZVOD;CZ;Vodochody;0.216599;143.958;air;;;;;;;;
Volgograd International Airport;RUVOG;RU;Volgograd;4.878.250.122;4.434.550.095;air;;;;;;;;
Vohimarina Airport;MGVOH;MG;;1.337.580.013;5.000.279.999;air;;;;;;;;
Voinjama Airport;LRVOI;LR;Voinjama;8.399.999.619;-9.767.000.198;air;;;;;;;;
Volk Field;USVOK;US;Camp Douglas;4.393.899.918;-9.025.340.271;air;;;;;;;;
Nea Anchialos Airport;GRVOL;GR;Nea Anchialos;3.921.960.068;2.279.430.008;air;;;;;;;;
Votuporanga Airport;BRVOT;BR;Votuporanga;-2.046.319.962;-5.000.450.134;air;;;;;;;;
Voronezh International Airport;RUVOZ;RU;Voronezh;5.181.420.135;39.229.599;air;;;;;;;;
Ngjiva Pereira Airport;AOVPE;AO;Ngiva;-170.435.009;1.568.379.974;air;;;;;;;;
Vipingo Estate Airport;KEVPG;KE;Vipingo Estate;-3.806.666.667;3.979.738.889;air;;;;;;;;
Vopnafjörður Airport;ISVPN;IS;Vopnafjörður;6.572.059.631;-1.485.060.024;air;;;;;;;;
Destin - Ft Walton Beach Airport;USVPS;US;Valparaiso;304.832;-86.525.398;air;;;;;;;;
Chimoio Airport;MZVPY;MZ;Chimoio;-1.915.130.043;3.342.900.085;air;;;;;;;;
Porter County Municipal Airport;USVPZ;US;Valparaiso;4.145.399.857;-8.700.710.297;air;;;;;;;;
Cecil Airport;USVQQ;US;Jacksonville;3.021.870.041;-8.187.670.136;air;;;;;;;;
Vieques Airport;PRVQS;PR;Vieques Island;1,16E+23;-6.542.269.897;air;;;;;;;;
Juan Gualberto Gomez International Airport;CUVRA;CU;Varadero;303.440.094;-8.143.530.273;air;;;;;;;;
Vero Beach Regional Airport;USVRB;US;Vero Beach;276.556;-80.417.901;air;;;;;;;;
Virac Airport;PHVRC;PH;Virac;135.763.998;1.242.060.013;air;;;;;;;;
Vredendal Airport;ZAVRE;ZA;Vredendal;1.641.000.748;185.447.998;air;;;;;;;;
Varandey Airport;RUVRI;RU;Varandey;68.848.503;58.201.401;air;;;;;;;;
Varkaus Airport;FIVRK;FI;Varkaus / Joroinen;6.217.110.062;2.786.860.085;air;;;;;;;;
Vila Real Airport;PTVRL;PT;Vila Real;412.743;-772.047;air;;;;;;;;
Verona Villafranca Airport;ITVRN;IT;Verona;5.395.699;108.885;air;;;;;;;;
Kawama Airport;CUVRO;CU;Matanzas;2.312.400.055;-813.015.976;air;;;;;;;;
Roy Otten Memorial Airfield;USVRS;US;Versailles;3.842.779.922;-9.287.519.836;air;;;;;;;;
Vryburg Airport;ZAVRU;ZA;Vyrburg;-2.698.240.089;2.472.879.982;air;;;;;;;;
Værøy Heliport;NOVRY;NO;Værøy;67.654.555;12.727.257;air;;;;;;;;
Carlos Rovirosa Pérez International Airport;MXVSA;MX;Villahermosa;1.799.699.974;-9.281.739.807;air;;;;;;;;
Aerodromo Goncalves Lobato(Viseu Airport);PTVSE;PT;Viseu;40.725.498;-788.899;air;;;;;;;;
Hartness State(Springfield) Airport;USVSF;US;Springfield;4.334.360.123;-7.251.730.347;air;;;;;;;;
Luhansk International Airport;UAVSG;UA;Luhansk;4.841.740.036;3.937.409.973;air;;;;;;;;
Vista Field;USVSK;US;Kennewick;4.621.860.123;-1.192.099.991;air;;;;;;;;
Stockholm Västerås Airport;SEVST;SE;Stockholm / Västerås;5.958.940.125;1.663.360.023;air;;;;;;;;
Vitebsk Vostochny Airport;BYVTB;BY;Vitebsk;5.512.649.918;3.034.959.984;air;;;;;;;;
Wattay International Airport;LAVTE;LA;Vientiane;8,30E+17;1.025.630.035;air;;;;;;;;
Vatulele Airport;FJVTF;FJ;Vatulele;-1.851.250.076;1.776.390.076;air;;;;;;;;
Vung Tau Airport;VNVTG;VN;Vung Tau;1.037.250.042;1.070.950.012;air;;;;;;;;
Nevatim Air Base;ILVTM;IL;Beersheba;8,30E+17;3.501.229.858;air;;;;;;;;
Miller Field;USVTN;US;Valentine;4.285.779.953;-1.005.479.965;air;;;;;;;;
Hermanos Ameijeiras Airport;CUVTU;CU;Las Tunas;2.098.760.033;-7.693.579.865;air;;;;;;;;
Vishakhapatnam Airport;INVTZ;IN;Visakhapatnam;1.772.120.094;8.322.450.256;air;;;;;;;;
Alfonso López Pumarejo Airport;COVUP;CO;Valledupar;10.435;-732.495;air;;;;;;;;
Velikiy Ustyug Airport;RUVUS;RU;Velikiy Ustyug;0.788299561;4.625.999.832;air;;;;;;;;
Mvuu Camp Airport;MWVUU;MW;Liwonde National Park;-1.483.861.111;3.530.138.889;air;;;;;;;;
Mahanoro Airport;MGVVB;MG;Mahanoro;-1.983.300.018;4.879.999.924;air;;;;;;;;
Vanguardia Airport;COVVC;CO;Villavicencio;416.787;-736.138;air;;;;;;;;
Viru Viru International Airport;BOVVI;BO;Santa Cruz;-1.764.480.019;-6.313.539.886;air;;;;;;;;
Västervik Airport;SEVVK;SE;Västervik;5.777.999.878;1.652.359.962;air;;;;;;;;
Las Malvinas / Echarate Airport;PEVVN;PE;Las Malvinas;-11.854.861;-72.939.332;air;;;;;;;;
Vladivostok International Airport;RUVVO;RU;Vladivostok;4.339.899.826;132.147.995;air;;;;;;;;
Illizi Takhamalt Airport;DZVVZ;DZ;Illizi;267.234.993;8.622.650.146;air;;;;;;;;
Lichinga Airport;MZVXC;MZ;Lichinga;-13.274;352.663;air;;;;;;;;
São Pedro Airport;CVVXE;CV;São Pedro;1.683.320.045;-2.505.529.976;air;;;;;;;;
Växjö Kronoberg Airport;SEVXO;SE;Växjö;5.692.910.004;1.472.799.969;air;;;;;;;;
Vryheid Airport;ZAVYD;ZA;Vryheid;-2.778.689.957;3.079.640.007;air;;;;;;;;
Vilyuisk Airport;RUVYI;RU;Vilyuisk;6.375.666.809;1.216.933.365;air;;;;;;;;
Illinois Valley Regional Airport - Walter A Duncan Field;USVYS;US;Peru;41.351.898;-89.153.099;air;;;;;;;;
Wales Airport;USWAA;US;Wales;65.622.593;-168.095;air;;;;;;;;
Wabag Airport;PGWAB;PG;Wabag;-54.915;143.72;air;;;;;;;;
Waca Airport;ETWAC;ET;Waca;7.166.999.817;3.716.699.982;air;;;;;;;;
Andriamena Airport;MGWAD;MG;Andriamena;-17.631;477.233;air;;;;;;;;
Wadi Al Dawasir Airport;SAWAE;SA;;2.050.429.916;4.519.960.022;air;;;;;;;;
Wana Airport;PKWAF;PK;Waana;3.230.469.894;6.957.039.642;air;;;;;;;;
Wanganui Airport;NZWAG;NZ;Wanganui;-3.996.220.016;1.750.249.939;air;;;;;;;;
Harry Stern Airport;USWAH;US;Wahpeton;4.624.409.866;-9.660.739.899;air;;;;;;;;
Ambalabe Airport;MGWAI;MG;Antsohihy;-148.987.999;479.939.003;air;;;;;;;;
Wawoi Falls Airport;PGWAJ;PG;Wavoi Falls;-69.523;1.426.557;air;;;;;;;;
Ankazoabo Airport;MGWAK;MG;Ankazoabo;-2.229.644.235;445.315.361;air;;;;;;;;
Wallops Flight Facility Airport;USWAL;US;Wallops Island;3.794.020.081;-7.546.640.015;air;;;;;;;;
Ambatondrazaka Airport;MGWAM;MG;Ambatondrazaka;-17.795.378;48.442.583;air;;;;;;;;
Waverney Airport;AUWAN;AU;Waverney;-253.563;1.419.254;air;;;;;;;;
Wabo Airport;PGWAO;PG;Wabo;-6.989.444.444;1.450.751.111;air;;;;;;;;
Alto Palena Airport;CLWAP;CL;Alto Palena;-4.361.190.033;-7.180.609.894;air;;;;;;;;
Antsalova Airport;MGWAQ;MG;Antsalova;-18.701.273;44.614.921;air;;;;;;;;
Waris Airport;IDWAR;ID;Swach;-3.235;140.994;air;;;;;;;;
Waterford Airport;IEWAT;IE;Waterford;5.218.719.864;-7.086.959.839;air;;;;;;;;
Wave Hill Airport;AUWAV;AU;;173.932.991;1.311.179.962;air;;;;;;;;
Warsaw Chopin Airport;PLWAW;PL;Warsaw;5.216.569.901;2.096.710.014;air;;;;;;;;
Zwara Airport;LYWAX;LY;Zuwara;3.295.230.103;1.201.550.007;air;;;;;;;;
Greene County Airport;USWAY;US;Waynesburg;3.990.010.071;-8.013.310.242;air;;;;;;;;
Warwick Airport;AUWAZ;AU;;-2.814.940.071;1.519.429.932;air;;;;;;;;
Wahai;IDWBA;ID;Seram Island;0;-28.114;129.484;;;;;;;;
Stebbins Airport;USWBB;US;Stebbins;6.351.599.884;-1.622.779.999;air;;;;;;;;
Wapolu Airport;PGWBC;PG;Wapolu;-93.376;1.505.093;air;;;;;;;;
Avaratra Airport;MGWBD;MG;Befandriana;-1.519.999.981;4.848.300.171;air;;;;;;;;
Schleswig Air Base;DEWBG;DE;Jagel;4.459.301;951.633;air;;;;;;;;
Wapenamanda Airport;PGWBM;PG;;-5.643.300.056;1.438.950.043;air;;;;;;;;
Antsoa Airport;MGWBO;MG;Beroroha;-2.160.698.376;4.513.602.018;air;;;;;;;;
Beaver Airport;USWBQ;US;Beaver;6.636.219.788;-1.474.069.977;air;;;;;;;;
Roben Hood Airport;USWBR;US;Big Rapids;4.372.259.903;-8.550.409.698;air;;;;;;;;
Boulder Municipal Airport;USWBU;US;Boulder;4.003.939.819;-1.052.259.979;air;;;;;;;;
Wilkes Barre Wyoming Valley Airport;USWBW;US;Wilkes - Barre;4.129.719.925;-7.585.119.629;air;;;;;;;;
Gamboa Airport;CLWCA;CL;Castro;-4.249.029.922;-7.377.279.663;air;;;;;;;;
Chaitén Airport;CLWCH;CL;Chaiten;-4.293.280.029;-7.269.909.668;air;;;;;;;;
Chandalar Lake Airport;USWCR;US;Chandalar Lake;6.750.450.134;-1.484.830.017;air;;;;;;;;
Wadi Ain Airport;YEWDA;YE;Wadi Ain;1.486.699.963;4.554.999.924;air;;;;;;;;
Enid Woodring Regional Airport;USWDG;US;Enid;3.637.919.998;-9.779.109.955;air;;;;;;;;
Hosea Kutako International Airport;NAWDH;NA;Windhoek;-224.799;174.709;air;;;;;;;;
Wondai Airport;AUWDI;AU;;-262.833.004;1.518.580.017;air;;;;;;;;
Waldronaire Airport;USWDN;US;East Sound;4.871.179.962;-1.230.179.977;air;;;;;;;;
Barrow County Airport;USWDR;US;Winder;3.398.289.871;-8.366.739.655;air;;;;;;;;
Shiyan Wudangshan Airport;CNWDS;CN;Shiyan;32.591.667;110.907.778;air;;;;;;;;
Parker County Airport;USWEA;US;Weatherford;3.274.629.974;-9.768.240.356;air;;;;;;;;
Wedau Airport;PGWED;PG;Wedau;-100.954;1.500.826;air;;;;;;;;
Weifang Airport;CNWEF;CN;Weifang;36.646.702;119.119.003;air;;;;;;;;
Weihai Airport;CNWEH;CN;Weihai;3.718.709.946;1.222.289.963;air;;;;;;;;
Weipa Airport;AUWEI;AU;Weipa;-1.267.860.031;1.419.250.031;air;;;;;;;;
RAF West Malling;GBWEM;GB;West Malling;1.27;0.4;air;;;;;;;;
Weam Airport;PGWEP;PG;Weam;-86.184;1.411.381;air;;;;;;;;
Wagethe Airport;IDWET;ID;Wagethe - Papua Island;-4.044.229.984;1.362.779.999;air;;;;;;;;
Wee Waa Airport;AUWEW;AU;;-3.025.830.078;1.494.080.048;air;;;;;;;;
Ketchikan Harbor Seaplane Base;USWFB;US;Ketchikan;55.349.899;-131.677.002;air;;;;;;;;
Fianarantsoa Airport;MGWFI;MG;;-214.416.008;4.711.169.815;air;;;;;;;;
Northern Aroostook Regional Airport;USWFK;US;Frenchville;4.728.549.957;-6.831.279.755;air;;;;;;;;
Wagga Wagga City Airport;AUWGA;AU;Wagga Wagga;-3.516.529.846;1.474.660.034;air;;;;;;;;
Bahawalnagar Airport;PKWGB;PK;Bahawalnagar;2.994.630.051;7.324.909.973;air;;;;;;;;
Warangal Airport;INWGC;IN;Warangal;179.144;79.602.203;air;;;;;;;;
Walgett Airport;AUWGE;AU;;-3.003.280.067;1.481.260.071;air;;;;;;;;
